"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(partialS(1,1,L1)) []","im(partialS(1,1,L1)) []","re(partialS(2,1,L1)) []","im(partialS(2,1,L1)) []","re(partialS(1,1,L2)) []","im(partialS(1,1,L2)) []","re(partialS(2,1,L2)) []","im(partialS(2,1,L2)) []","re(partialS(1,1,L3)) []","im(partialS(1,1,L3)) []","re(partialS(2,1,L3)) []","im(partialS(2,1,L3)) []","re(partialS(1,1,M01)) []","im(partialS(1,1,M01)) []","re(partialS(2,1,M01)) []","im(partialS(2,1,M01)) []","re(partialS(1,1,M12)) []","im(partialS(1,1,M12)) []","re(partialS(2,1,M12)) []","im(partialS(2,1,M12)) []","re(partialS(1,1,M23)) []","im(partialS(1,1,M23)) []","re(partialS(2,1,M23)) []","im(partialS(2,1,M23)) []","re(partialS(1,1,M34)) []","im(partialS(1,1,M34)) []","re(partialS(2,1,M34)) []","im(partialS(2,1,M34)) []"
5.965,0.00618135291767138,-0.124719574757707,0.989116254592141,0.0783283630900522,-2.22286254665752,-3.89964250075638,1.19862728526903,-17.0520299499429,-10.6999346185987,-18.6055769924937,-0.709114120122955,-24.0562426734574,-5.28255032675267,-2.15820150490807,2.49339323899676,-31.4378704056052,-7.39647231852493,-28.0229179507552,1.64984964038185,-26.1057151279639,-2.43944993872269,13.5849045774762,2.97132637504128,-17.8893785105879,-5.13199244697206,-30.3380177448147,0.167084303497713,-27.2671835588903,-2.08710720097474,8.12072159934328,2.04451247982678,-11.3433285700108
5.966,0.00297320903774579,-0.127516146915589,0.990474137338119,0.0526156680341387,-2.42646910733721,-3.91319622344764,0.76768359522013,-17.1310814347146,-11.1066029648934,-17.1803665498697,-1.288265730185,-23.8846836232688,-5.36759561135428,-2.16044261647657,1.6322223025969,-31.4846331072526,-8.04438126687291,-27.4510847813013,0.966122599144069,-26.2490145901418,-2.14570247632149,13.6513883628885,2.55319281470861,-17.8930448173026,-6.08876696205896,-29.6639416038104,-0.618093265577159,-27.1658138273745,-1.90226215986286,8.10766740333058,1.75863130724216,-11.3394676677556
5.967,-0.000370555490155824,-0.13028202562256,0.991148682841293,0.0269158599162357,-2.62956510110333,-3.92535496856961,0.331648266507928,-17.2013400361641,-11.4070517273242,-15.794815752047,-1.85398201775516,-23.7016620357233,-5.45640769227035,-2.16008625556748,0.770457995653094,-31.5070351084375,-8.6736069083539,-26.8966646697769,0.269409649745784,-26.3771276352514,-1.85322130134789,13.707812269913,2.13732965419078,-17.8885790224107,-6.98454676066398,-28.9682100729,-1.3988604651585,-27.0399689874971,-1.71978513229597,8.09133873231588,1.4747447226944,-11.3288177618449
5.968,-0.00385159456434164,-0.133011374624069,0.991141931391798,0.00124728738727401,-2.83222105671571,-3.93595189217515,-0.109520071570263,-17.2624754307817,-11.6116351393634,-14.4541999595611,-2.40629289647739,-23.507997479557,-5.5489836880893,-2.15695252434238,-0.0911503777444433,-31.5050320639668,-9.284769165293,-26.3576166668851,-0.440380815821262,-26.4889502733135,-1.56226554762954,13.754477011984,1.72379534287088,-17.8760930364134,-7.82130299426165,-28.2557388915177,-2.17429759486156,-26.8896308112392,-1.53968196083729,8.07184614331727,1.19299807600684,-11.3114844275462
5.969,-0.00747129824753879,-0.13569813062882,0.990456426946422,-0.0243717709983892,-3.03450234849846,-3.94482598806986,-0.555845060558207,-17.314131290468,-11.7302367443485,-13.1622901963886,-2.94526981580793,-23.3044777047046,-5.64531706844129,-2.15085308936758,-0.951846561663143,-31.4786080623925,-9.87846989463284,-25.8321167922419,-1.16326113952532,-26.5833088575602,-1.27307499595026,13.7916784086971,1.31264601416081,-17.8556930017189,-8.6012633135048,-27.5309221845122,-2.94346093824265,-26.7148288832143,-1.36195531662472,8.0492969455455,0.913532897722214,-11.2875763553058
5.97,-0.0112307738110346,-0.138336016634251,0.989095219063202,-0.0499231217150874,-3.23646909352996,-3.95182141781696,-1.00732991342452,-17.3559255411392,-11.7721499022935,-11.921585175675,-3.47102206352834,-23.0918574136961,-5.74539686461246,-2.14159081398662,-1.81086884432523,-31.4277763996477,-10.4552877370608,-25.3185316024942,-1.89915409253625,-26.6589633129061,-0.98587126102196,13.8197069997363,0.903935900636961,-17.8274794067107,-9.32683733914515,-26.7976543859438,-3.70538610337559,-26.5156440155083,-1.18660489643426,8.02379519030996,0.636486769600825,-11.2572052493616
5.971,-0.015130827549899,-0.140918556667546,0.987061864330652,-0.0753886717490827,-3.43817606411268,-3.9567869014468,-1.46395458915009,-17.3874508197035,-11.746005995195,-10.733526485794,-3.98369317413171,-22.8708573642961,-5.84920681157922,-2.12895941716118,-2.6674516289375,-31.3525802482414,-11.0157746226797,-24.8153953036472,-2.64788217065308,-26.7146116061098,-0.700858917320501,13.8388477260198,0.497717733108197,-17.7915472137896,-10.0005527246421,-26.0593582124837,-4.45909178065066,-26.2922113974697,-1.01362761297912,7.99544166762895,0.361993196892988,-11.2204857148148
5.972,-0.0191719474728053,-0.143439091893369,0.984360427227904,-0.100750444616132,-3.63967261089581,-3.95957516407316,-1.92567284738301,-17.4082751559888,-11.6597400143208,-9.59869264081899,-4.48345746449746,-22.6421637737528,-5.95672441719137,-2.11274316528482,-3.52082707070592,-31.2530932147923,-11.5604535247425,-24.321389907847,-3.40915660814121,-26.7488956127447,-0.418226565698993,13.8493796705461,0.094043123879627,-17.7479860004518,-10.6250012327114,-25.3190165660264,-5.2035838972639,-26.0447234276428,-0.843017778474756,7.96433390891964,0.0901814835148961,-11.1775351332064
5.973,-0.0233542869669572,-0.145890798031755,0.980995480352104,-0.125990596890755,-3.84100259274385,-3.96004243405308,-2.39240919276132,-17.4179429079018,-11.5205844437207,-8.51697016596301,-4.97051671392801,-22.4064279950958,-6.06791995439043,-2.09271660449535,-4.37022677063687,-31.1294197794828,-12.0898171481862,-23.8353280066332,-4.18256626184957,-26.7604085332334,-0.138147842872539,13.8515758521537,-0.30703706551496,-17.6968801125502,-11.2027940339509,-24.5792066345677,-5.93786014058689,-25.7734321762554,-0.674767281534127,7.93056619517502,-0.178823388752892,-11.1284735267529
5.974,-0.0276776495351128,-0.148266704021949,0.976972103949832,-0.151091435217357,-4.04220431005428,-3.95804798874477,-2.86405572257493,-17.4159759795035,-11.3350837559268,-7.48770162751272,-5.44509700163609,-22.1642664364427,-6.18275537262152,-2.06864434211977,-5.21488351606692,-30.9816956119091,-12.6043273127279,-23.3561377947758,-4.96756655407679,-26.7477040014529,0.139217624008755,13.8457030660779,-0.705472371839571,-17.6383088289641,-11.7365253158812,-23.8421348189361,-6.66091481530025,-25.4786514289793,-0.50886575748639,7.89422957006746,-0.444900875947977,-11.073423411501
5.975,-0.0321414746975263,-0.150559711860572,0.972295884690443,-0.176035433768047,-4.24331043874742,-3.953453744318,-3.34046889606361,-17.4018753526992,-11.1091232354124,-6.50981166401085,-5.90744571117428,-21.9162606951594,-6.30118312500796,-2.04028088708455,-6.05403305730305,-30.8100877587606,-13.1044148463652,-22.8828500321988,-5.76346870141965,-26.7093070135682,0.413723315404243,13.8320217658017,-1.10121239267889,-17.5723465369772,-12.2287432431591,-23.1096714307479,-7.37174399201188,-25.1607582661216,-0.345300752237077,7.85541185744966,-0.707934981428069,-11.0125096397628
5.976,-0.0367448251467097,-0.152762617535188,0.966972913621359,-0.200805252103961,-4.44434796258414,-3.94612388645041,-3.82146624879293,-17.3751229637445,-10.8479671393909,-5.58191276616269,-6.35782870806234,-21.662957879903,-6.42314490842704,-2.00737056040416,-6.88691590926849,-30.6147946997994,-13.5904798482608,-22.4145866772141,-6.56942949660506,-26.6437267806184,0.685234967700177,13.8107859812585,-1.49420646369672,-17.4990629177276,-12.6819273149043,-22.3833843800106,-8.06935089822846,-24.8201941359952,-0.184057879814685,7.81419768275646,-0.967814358165978,-10.9458592322918
5.977,-0.0414863752375633,-0.154868132967484,0.961009783247708,-0.225383753391706,-4.64533810184449,-3.9359245391016,-4.30682308125484,-17.3351839556415,-10.5563023411252,-4.70239290781806,-6.7965276940396,-21.4048710949693,-6.54857031439152,-1.96964748821727,-7.71277916671444,-30.3960462696843,-14.0628922132109,-21.9505509632872,-7.38444194961789,-26.5494715748682,0.953629769449361,13.782243268953,-1.88440335039396,-17.4185231411604,-13.0984712068043,-21.6645712990426,-8.75275149625624,-24.4574653869034,-0.0251209737650521,7.77066849784111,-1.22443240286804,-10.8736012007519
5.978,-0.0463644008893502,-0.156868908873642,0.954413583681714,-0.24975402291943,-4.84629623671432,-3.92272346889432,-4.79626915701353,-17.2815093365851,-10.2382845595582,-3.86948724990585,-7.22383773889606,-21.1424800629327,-6.67737538962917,-1.92683569125793,-8.53087832131326,-30.1541034443044,-14.5219923355166,-21.490018724792,-8.20732713129552,-26.4250655961799,1.2187956031915,13.7466346900273,-2.27175095414848,-17.3307880699633,-13.4806702507988,-20.9542897355203,-9.42098018702145,-24.0731432289238,0.131527767426588,7.72490260881002,-1.47768734100378,-10.7958663611157
5.979,-0.051376770969296,-0.158757558443337,0.947191897811703,-0.273899386851361,-5.04723182399582,-3.90638982294975,-5.28948545231237,-17.213539072789,-9.89758506371626,-3.08133610249321,-7.64006498871426,-20.8762318632288,-6.80946110649724,-1.87864928611058,-9.34047906883015,-29.8892579914347,-14.9680919298314,-21.0323308054893,-9.03672759463497,-26.2690678301237,1.480630330542,13.7041948127237,-2.65619603234009,-17.2359144720185,-13.8307127836041,-20.2533851956124,-10.0730955741279,-23.6678631043659,0.285907640689907,7.67697520644997,-1.72748230189944,-10.7127871387122
5.98,-0.0565209402203884,-0.160526681733065,0.93935279544459,-0.297803431153292,-5.24814830598734,-3.88679389832156,-5.78610100597975,-17.1307056411024,-9.53743636597213,-2.3360311968669,-8.04552454756911,-20.6065417660636,-6.94471174490726,-1.82479281507567,-10.1408590945765,-29.6018319866753,-15.4014749218207,-20.576886407513,-9.87110277363384,-26.0800928041827,1.739041118284,13.655151736071,-3.03768393239149,-17.1339552409475,-14.1506746795782,-19.5625169332098,-10.7081862188892,-23.2423234542866,0.438039304291407,7.62695839887034,-1.97372538312167,-10.62449736571
5.981,-0.0617939437882807,-0.162168890664426,0.930904826381138,-0.321450020617075,-5.44904301058211,-3.86380694145432,-6.28568992558116,-17.032438062675,-9.16067590560547,-1.63165213288299,-8.44053852826156,-20.3337941427655,-7.0829931893095,-1.76496172293163,-10.9313098255035,-29.2921771967838,-15.8223983732689,-20.1231372590881,-10.708726773557,-25.8568330728136,1.99394380326252,13.5997271319683,-3.41615833959424,-17.0249596243607,-14.4425164680819,-18.8821814681993,-11.3253763147453,-22.7972838775757,0.587944649107949,7.57492124600969,-2.21632970346223,-10.5311320718893
5.982,-0.0671923933937612,-0.163676834513307,0.921857012389125,-0.344823317905649,-5.64990704179759,-3.83730097635508,-6.78776861285295,-16.9181664334008,-8.76978709542339,-0.966294656870211,-8.82543426644463,-20.0583434354492,-7.2241511465182,-1.69884300027958,-11.7111381375138,-28.9606743336456,-16.2310934153503,-19.670582496628,-11.5476889668397,-25.5980831776677,2.24526229393623,13.5381363031499,-3.79156103860307,-16.9089734594585,-14.708082516875,-18.2127338804589,-11.9238312084608,-22.3335626887197,0.735646675019849,7.52092979568461,-2.45521344390768,-10.4328272696088
5.983,-0.0727124751887588,-0.165043225772137,0.912218838045763,-0.367907802537173,-5.85072516010855,-3.80714866041492,-7.29179327836087,-16.7873269598241,-8.36693738083686,-0.338092211885142,-9.20054269157409,-19.7805151705374,-7.36800929280743,-1.6261160144342,-12.479668006992,-28.607732183208,-16.6277661708373,-19.2187641716498,-12.3858977924006,-25.3027647382315,2.49292800652954,13.4705882547957,-4.16383168853435,-16.7860394156526,-14.9491018389622,-17.5544069710613,-12.5027626959895,-21.8520338901253,0.881169372191818,7.46504712088227,-2.69029987607796,-10.3297197339188
5.984,-0.0783499493245946,-0.166260866264072,0.902000240427808,-0.39068828972166,-6.05147565208426,-3.77322316705187,-7.7971578217097,-16.6393675005391,-7.95401316199794,0.25476800230789,-9.5661968473798,-19.500607002332,-7.51436736177913,-1.54645354992059,-13.2362420960169,-28.233786614759,-17.0125986514274,-18.7672633055894,-13.2210881199382,-24.9699522337737,2.73687933379801,13.3972857778021,-4.5329076116248,-16.6561972438983,-15.1671901493009,-16.9073284120547,-13.0614340228118,-21.3536235846516,1.02453760699842,7.40733335802439,-2.92151737769981,-10.2219467788084
5.985,-0.0841001512518401,-0.167322673385613,0.891211597634814,-0.41314994896103,-6.25213018895451,-3.73539809456782,-8.30319215923059,-16.4737536027878,-7.53265157185059,0.814033410497925,-9.92273055403905,-19.2188897743807,-7.66299918804647,-1.45952308146213,-13.9802232613402,-27.8392994769041,-17.3857496205626,-18.3156964263623,-14.0508324826569,-24.5988989440358,2.97706114450629,13.31842554196,-4.89872359544737,-16.5194840324415,-15.3638528593956,-16.2715360243885,-13.5991645219826,-20.8393058634741,1.16577701234845,7.34784574595304,-3.14879943477737,-10.1096460306008
5.986,-0.0899579947613905,-0.168221706352425,0.879863716139026,-0.435278322320144,-6.45265367384004,-3.69354740082208,-8.80916108550282,-16.2899750119496,-7.1042692000093,1.34137800421171,-10.2704772038802,-18.9356085878584,-7.81365072578945,-1.3649883028075,-14.7109959779101,-27.4247573875067,-17.7473554153338,-17.8637125297236,-14.8725564003836,-24.1890624287507,3.21342431180043,13.2341981974875,-5.26121170871351,-16.375934468692,-15.5404887519523,-15.6469913328756,-14.1153338279802,-20.3100982133523,1.30491388215794,7.28663866541189,-3.37208463021362,-9.99295519952894
5.987,-0.0959179767665546,-0.168951192322396,0.867967816963416,-0.457059342275391,-6.65300407749114,-3.64754536352342,-9.31426375795307,-16.087552617983,-6.67008791538357,1.83839711257745,-10.6097686822497,-18.6509838675536,-7.96603806573923,-1.26251093473047,-15.4279676685275,-26.9906704256666,-18.0975307235435,-17.4109904163461,-15.683557910096,-23.7401288507297,3.44592526874358,13.1447884835496,-5.62030113073022,-16.2255811069369,-15.6983941247406,-15.0335915498023,-14.6093856106466,-19.767056495538,1.4419750697205,7.223763678817,-3.59131661873291,-9.87201185052901
5.988,-0.101974183815804,-0.169504552269924,0.855535520697516,-0.478479349044889,-6.8531322624751,-3.59726656613336,-9.8176338946702,-15.8660457877681,-6.23115797830951,2.30660439748221,-10.9409344050916,-18.3652124173361,-8.11984547910519,-1.15175283492224,-16.1305699320708,-26.5375707345495,-18.4363693138914,-16.9572363622949,-16.4810312938461,-23.2520353902795,3.67452558936219,13.050375342565,-5.9759179946034,-16.0684546416055,-15.8387672331026,-14.4311801367664,-15.0808307808844,-19.2112695557628,1.57698788971795,7.1592695701337,-3.80644408803969,-9.7469531742916
5.989,-0.108120300315937,-0.169875426486404,0.842578831369531,-0.499525107305544,-7.05298179585931,-3.54258590955433,-10.3183407741006,-15.6250600159359,-5.78837865250722,2.74743057769285,-11.2643004648305,-18.0784684581467,-8.27472352235387,-1.03237843113963,-16.8182596636884,-26.0660110444857,-18.7639447187154,-16.5021820863522,-17.2620948482076,-22.724989966453,3.89919159363944,12.9511320392454,-6.32798524432246,-15.9045841857874,-15.9627128947837,-13.8395560889459,-15.5292501282034,-18.6438535307302,1.70998002361696,7.09320238469394,-4.0174207062453,-9.61791575959738
5.99,-0.114349618435346,-0.170057699583662,0.829110119201484,-0.52018382220141,-7.25248875053642,-3.48337864995016,-10.8153911209827,-15.3642548095088,-5.3425165338341,3.16222347862029,-11.5801888762601,-17.790904642629,-8.43028724249996,-0.904057496723328,-17.4905200613349,-25.5765631262716,-19.0803108698274,-16.0455829826325,-18.0238223796852,-22.1594874789842,4.11989397496985,12.8472262834474,-6.67642250588415,-15.733997554692,-16.0712471495715,-13.2584820784566,-15.9542963594179,-18.0659459212089,1.84097942819401,7.0256054688085,-4.22420505567709,-9.48503536794719
5.991,-0.12065504964722,-0.170045524879791,0.815142102283008,-0.540443154550054,-7.45158149544228,-3.41952046321319,-11.3077319553891,-15.083351703969,-4.89422181054421,3.55224908139591,-11.8889169143299,-17.5026530414955,-8.5861145285834,-0.766468284304388,-18.1468615140573,-25.0698161850054,-19.3855026888372,-15.5872165912082,-18.7632779439861,-21.5563218184933,4.3366074486685,12.7388203560361,-7.02114597264284,-15.5567215537196,-16.1653018903011,-12.6876915845811,-16.3556955175874,-17.4786995050344,1.97001424693102,6.9565195090462,-4.42676055326734,-9.34844671147034
5.992,-0.12702913786295,-0.169833348050404,0.800687827207968,-0.560291235154725,-7.65018047502995,-3.35088753675155,-11.7942544707556,-14.7821422907868,-4.44404266162344,3.91869330887281,-12.1907965359647,-17.2138260975994,-8.74174466114376,-0.619301029008791,-18.7868223684959,-24.5463752050606,-19.6795366340106,-15.1268812831645,-19.4775531821766,-20.9165929647577,4.54931042020551,12.6260712370686,-7.36206830509994,-15.3727822707885,-16.2457294017359,-12.1268951290852,-16.7332477704068,-16.8832761650141,2.0971127240241,6.88598257106977,-4.62505535779806,-9.20828323506134
5.993,-0.133464074096687,-0.169415929932793,0.785760648726073,-0.579716678134533,-7.84819797847999,-3.27735668942247,-12.2737989920608,-14.4604961196561,-3.99243798795724,4.26266433893709,-12.4861338783383,-16.924517544465,-8.8966771175719,-0.462261826601342,-19.4099695711269,-24.0068592569645,-19.962411206214,-14.6643951396873,-20.1638064532413,-20.2417086043957,4.75798467191142,12.5091307356961,-7.6990985453686,-15.1822053725354,-16.3133067602567,-11.5757857250692,-17.0868275674203,-16.2808407068718,2.2223031207485,6.814030137934,-4.81906226435179,-9.06467690365476
5.994,-0.139951712593068,-0.16878836837572,0.77037420847039,-0.598708593186964,-8.04553789925206,-3.19880552058454,-12.7451610467852,-14.118368323492,-3.53978865721926,4.58519527881497,-12.7752288263335,-16.6348032867379,-9.05037069698224,-0.295076884645128,-20.0158991848268,-23.4518997769991,-20.23410741688,-14.1995950075598,-20.8193028306152,-19.5333798484036,4.9626150669662,12.3881456212777,-8.03214204656247,-14.9850164039743,-16.3687400607245,-11.0340436381688,-17.4163831754021,-15.6725547410066,2.34561363392118,6.74069514776933,-5.00875858638215,-8.91775799550446
5.995,-0.146483588341822,-0.167946119033664,0.754542412828952,-0.617256596703028,-8.24209548572276,-3.11511258937968,-13.2070985590281,-13.7558068014697,-3.08640742855464,4.88724706942987,-13.0583746422621,-16.3447422406248,-9.20224303342087,-0.117497135778703,-20.6042367793918,-22.8821388302636,-20.494589221246,-13.7323357158202,-21.441453929886,-18.7936108119069,5.16318926955761,12.2632577552679,-8.36110041737795,-14.7812410911597,-16.4126684477926,-10.5013405496258,-17.721935610784,-15.0595706990126,2.46707231620517,6.66600803078813,-5.19412602588343,-8.76765490227979
5.996,-0.153050935895053,-0.16688501501116,0.738279410036147,-0.635350821659891,-8.43775708380186,-3.02615762548806,-13.6583401514148,-13.3729587859333,-2.63254770819029,5.1697115175908,-13.3358576512603,-16.0543771329441,-9.35167057045027,0.0706968084235593,-21.1746376966478,-22.2982273677713,-20.7438039203647,-13.2624894404159,-22.0278564747837,-18.0246820257105,5.35969748015592,12.1346042235146,-8.68587148214345,-14.570905646362,-16.44566793776,-9.97734320198648,-18.0035769968727,-14.4430260517695,2.58670699799846,6.58999674556715,-5.37515053218925,-8.61449393673871
5.997,-0.15964470939586,-0.165601285270373,0.721599566566603,-0.652981926222048,-8.63239987258271,-2.93182177272263,-14.0975945106996,-12.9700766137495,-2.17841127253819,5.43341437704206,-13.6079569761298,-15.7637352578785,-9.49798907303995,0.269689396850117,-21.7267871917615,-21.7008234878732,-20.9816825355943,-12.7899452054821,-22.5763284955992,-17.2291278716682,5.55213218491532,12.0023174686633,-9.00634925661484,-14.3540370752187,-16.4682550241346,-9.46171660000151,-18.261468381604,-13.8240377905842,2.7045452106508,6.5126868145743,-5.55182214997954,-8.4583991486783
5.998,-0.1662556037205,-0.164091571723193,0.704517442920405,-0.670141100988894,-8.82589159426185,-2.83198786694394,-14.5235607419453,-12.5475225224528,-1.72415508151376,5.67911841812412,-13.8749443157483,-15.4728291909343,-9.64049475380083,0.479624619247733,-22.2604004532791,-21.0905907119263,-21.2081401594698,-12.3146085114305,-23.0849420922139,-16.4097084595538,5.74048791827166,11.866525422422,-9.32242393979597,-14.1306634852767,-16.4808900657316,-8.95412683176576,-18.4958370585691,-13.2036972265359,2.82061411075258,6.43410135892239,-5.72413485711558,-8.29949214980227
5.999,-0.172874076630624,-0.162352944937808,0.687047768894098,-0.68682007483377,-9.01809027975863,-2.72654074988032,-14.9349396037693,-12.105772297031,-1.26989729186784,5.90752644080614,-14.1370837615144,-15.181657459963,-9.77844608945648,0.700600290656319,-22.7752225052771,-20.4681962836662,-21.4230762870271,-11.8364010813838,-23.552051783537,-15.56937657899,5.92476103786274,11.7273516374861,-9.63398192205572,-13.9008143952926,-16.4839804606317,-8.45424356824114,-18.7069734398825,-12.5830651560485,2.93494040523999,6.35426113234679,-5.89208639295693,-8.13789194808102
6,-0.179490371827203,-0.160382918398899,0.669205418437154,-0.703011119287162,-9.20884397167636,-2.61536762053231,-15.330445484506,-11.645417604985,-0.815722568437869,6.11928419782568,-14.3946316466296,-14.8902051734096,-9.91106639956018,0.932662219338409,-23.271027995788,-19.8343095012208,-21.6263751318197,-11.3552607186673,-23.9763176032322,-14.7112405530901,6.10494951094778,11.584915418975,-9.94090580979553,-13.6645210446104,-16.4778836128975,-7.96174229305599,-18.8952275340723,-11.9631674330093,3.04755027705886,6.27318455441979,-6.0556780778376,-7.97371479211894
6.001,-0.186094542793876,-0.158179461270128,0.651005384197496,-0.718707051425252,-9.39799044648389,-2.49835842591702,-15.7088189475847,-11.1671668756195,-0.361686780370457,6.31498320418694,-14.6478364233425,-14.5984446062019,-10.0375472523835,1.17579835475828,-23.7476208763803,-19.189600090084,-21.8179059310499,-10.8711412690642,-24.3567222815451,-13.8385239788525,6.28105271155737,11.4393319552655,-10.2430744669074,-13.421816701879,-16.4629097017769,-7.47630630880393,-19.0610050855156,-11.3449909796579,3.15846931113223,6.19088774302734,-6.21491462440248,-7.80707402597534
6.002,-0.192676477314354,-0.155741009617417,0.632462751863287,-0.733901235233463,-9.58535693804767,-2.37540629297311,-16.06883964533,-10.6718446044346,0.0921788404225661,6.49516341677919,-14.8969385635871,-14.3063357439152,-10.1570527521858,1.42993302936045,-24.2048339783966,-18.5347366247299,-21.9975232444134,-10.3840126824157,-24.692582064976,-12.9545234533814,6.45307122765042,11.2907124481482,-10.5403630732303,-13.1727369723225,-16.4393242653826,-6.99762856097187,-19.204763434008,-10.7294802602447,3.26772242037384,6.10738454614977,-6.36980394151465,-7.63807995482452
6.003,-0.199225922546388,-0.153066476061589,0.613592674410704,-0.748587581423585,-9.77075986492075,-2.24640800349128,-16.4093393752762,-10.1603889946271,0.545864010110534,6.660315773775,-15.1421704787365,-14.0138267860251,-10.2687247474037,1.69492142447701,-24.6425284918932,-17.8703850058392,-22.1650672514567,-9.8938611688759,-24.9835509573989,-12.0625654479529,6.62100667760116,11.1391642422652,-10.8326432001813,-12.9173201027235,-16.4073506126421,-6.52541331602726,-19.3270071538871,-10.1175342332682,3.37533377149057,6.02268657300291,-6.52035693145152,-7.46683972177633
6.004,-0.205732510533645,-0.150155257839064,0.594410346369373,-0.762760545691933,-9.95400456409349,-2.11126451395953,-16.7292150333502,-9.63384788441314,0.999376112475662,6.81088458806703,-15.3837564544643,-13.7208546092124,-10.3716889804714,1.97054440578157,-25.0605933537825,-17.1972069993808,-22.3203640524619,-9.40068944575321,-25.2296184044976,-11.1659635007539,6.78486153538205,10.984790953816,-11.1197829036932,-12.6556072832276,-16.3671720787937,-6.05937772605178,-19.4282835317899,-9.51000379016187,3.48132671031522,5.93680322461146,-6.66658728110718,-7.29345719611882
6.005,-0.212185784036639,-0.147007243259457,0.574930978217836,-0.776415125415601,-10.1348850342319,-1.96988152221146,-17.0274412052452,-9.09337295010572,1.45273727349021,6.94726979256152,-15.6219125969574,-13.427345191803,-10.465062176981,2.25650388632804,-25.4589445520437,-16.515858843037,-22.4632259781052,-8.90451707137806,-25.4311006744149,-10.2679768545171,6.94463896385,10.8276925985486,-11.4016468345442,-12.3876429450284,-16.3189341409283,-5.59925330855418,-19.5091779407083,-8.90768968075828,3.58572368641079,5.84974172390289,-6.80851124791266,-7.11803287318503
6.006,-0.218575222564544,-0.143622816559004,0.555169771021624,-0.78954685479247,-10.3131836917738,-1.8221700827385,-17.303082132058,-8.54021221926244,1.90598174347079,7.06982903787348,-15.8568467869548,-13.1332140005281,-10.5479600449308,2.55241888428468,-25.8375243531472,-15.8269899246951,-22.5934519133944,-8.40538086284938,-25.5886263985391,-9.37177157165174,7.10034265558137,10.6679657190759,-11.6780963661046,-12.1134750529448,-16.262746411142,-5.14478736667842,-19.5703091656349,-8.3113409188722,3.68854617668571,5.7615071454265,-6.9461474411738,-6.94066378599179
6.007,-0.224890268491492,-0.140002861158587,0.535141891425864,-0.802151798440375,-10.4886711436239,-1.66804727246394,-17.5553027895815,-7.97570097410787,2.35915354479442,7.17887964504182,-16.0887586383004,-12.838366340866,-10.6195061243694,2.85782244690605,-26.1963004600344,-15.1312415369511,-22.7108276416657,-7.9033353948202,-25.7031169165837,-8.48038502433153,7.25197668074041,10.5057035115799,-11.9489897394652,-11.8331553918581,-16.198684525801,-4.69574437187218,-19.6123247328927,-7.72165365500458,3.78981460775949,5.67210244481964,-7.07951659951152,-6.76144342874431
6.008,-0.231120353143314,-0.13614876134481,0.514862447112584,-0.814226543479141,-10.661105980574,-1.50743690868395,-17.7833788329092,-7.40125117101574,2.81230434794328,7.27470041743,-16.3178394578816,-12.5426976722993,-10.6788413946068,3.17215961098867,-26.5352651080961,-14.4292457108322,-22.8151262147199,-7.39845357671982,-25.7757622114313,-7.59669449027726,7.39954534149698,10.3409959519917,-12.2141822258315,-11.5467398459413,-16.1267919503032,-4.25190732816132,-19.6358962913654,-7.13927049760011,3.88954827681472,5.5815284881632,-7.20864136506456,-6.58046169225655
6.009,-0.237254922744452,-0.132062402401656,0.494346462830438,-0.825768190128614,-10.830234595996,-1.34027032073408,-17.9867051792092,-6.81833954511177,3.26549154287403,7.35753331712954,-16.5442722040084,-12.2460938898572,-10.7251345114321,3.49478656211356,-26.8544341066428,-13.7216241311618,-22.9061083555037,-6.89082730591778,-25.8079933166725,-6.72339039784464,7.54305303255049,10.1739299217474,-12.4735263060034,-11.2542886695688,-16.0470817195499,-3.81307913437739,-19.6417150894345,-6.56478025947726,3.98776527067475,5.48978408138423,-7.3335460550967,-6.39780481128535
6.01,-0.243283464118569,-0.127746169229292,0.473608857101986,-0.836774340863507,-10.9957910347804,-1.16648717676425,-18.1648030311019,-6.22849460819967,3.71877647636512,7.42758501200836,-16.7682314404228,-11.9484315733783,-10.7575925118403,3.82497113959386,-27.1538458332958,-13.0089871353184,-22.9835229000793,-6.38056819441286,-25.8014521316926,-5.86295456834767,7.68250410734006,10.0045893332477,-12.7268718666515,-10.9558667487842,-15.9595381351728,-3.37908395803383,-19.6304875866328,-5.99871810213225,4.08448238283909,5.39686599988973,-7.45425643161298,-6.21355532374814
6.011,-0.249195530041802,-0.12320294349461,0.452664419709076,-0.847243088174415,-11.1574968779481,-0.986036366757582,-18.3173251801311,-5.6332827813002,4.17222282924525,7.48502830014194,-16.9898832832728,-11.6495782059397,-10.775471790313,4.16189481084905,-27.4335601886384,-12.2919327964072,-23.0471072859908,-5.86780836655592,-25.7579595869933,-5.01764361024499,7.81790274956043,9.83305525515916,-12.9740664130285,-10.6515438521665,-15.8641184413773,-2.94976863187831,-19.6029312339856,-5.44156604746407,4.17971502821375,5.30276901863286,-7.57079946956655,-6.02779204174942
