"Freq [GHz]","re(S(1,1)) []","im(S(1,1)) []","re(S(2,1)) []","im(S(2,1)) []","re(partialS(1,1,L1)) []","im(partialS(1,1,L1)) []","re(partialS(2,1,L1)) []","im(partialS(2,1,L1)) []","re(partialS(1,1,L2)) []","im(partialS(1,1,L2)) []","re(partialS(2,1,L2)) []","im(partialS(2,1,L2)) []","re(partialS(1,1,L3)) []","im(partialS(1,1,L3)) []","re(partialS(2,1,L3)) []","im(partialS(2,1,L3)) []","re(partialS(1,1,M01)) []","im(partialS(1,1,M01)) []","re(partialS(2,1,M01)) []","im(partialS(2,1,M01)) []","re(partialS(1,1,M12)) []","im(partialS(1,1,M12)) []","re(partialS(2,1,M12)) []","im(partialS(2,1,M12)) []","re(partialS(1,1,M23)) []","im(partialS(1,1,M23)) []","re(partialS(2,1,M23)) []","im(partialS(2,1,M23)) []","re(partialS(1,1,M34)) []","im(partialS(1,1,M34)) []","re(partialS(2,1,M34)) []","im(partialS(2,1,M34)) []"
6.012,-0.254980764153035,-0.118436099365969,0.431527790053125,-0.857173000991654,-11.3150611688296,-0.798876942637892,-18.4440594729231,-5.03429392870455,4.62589511020307,7.53000341877558,-17.2093853384898,-11.3493923629494,-10.7780891205603,4.50465620781603,-27.6936575182807,-11.5710460912376,-23.0965880945127,-5.35270132519807,-25.6794830702504,-4.18947743888951,7.94925284962819,9.65940603771494,-13.2149552976412,-10.3413948699361,-15.7607545020823,-2.52500408150516,-19.5597704518617,-4.89375382418361,4.27347715526932,5.20748594283936,-7.68320312419868,-5.84059003431794
6.013,-0.260628925332095,-0.113449497891463,0.410213436481245,-0.866563109835783,-11.4681803871815,-0.604979115943772,-18.5449303700976,-4.43312657729835,5.07985724534299,7.562619245243,-17.4268866271105,-11.0477238734113,-10.7648324717996,4.85227627945937,-27.9342375092737,-10.8468981528675,-23.1316816546567,-4.8354228834158,-25.5681039575261,-3.38023273474052,8.07655788577561,9.48371743818673,-13.44938196431,-10.0255000401303,-15.6493545028465,-2.10468678966673,-19.5017328290155,-4.3556600146296,4.36578115536236,5.11100763964552,-7.79149609802301,-5.65202062172801
6.014,-0.266129911463452,-0.108247480086572,0.388735636664692,-0.875412890764907,-11.6165384780886,-0.404325313121161,-18.6199985778504,-3.831373112325,5.53417124477408,7.58295439745548,-17.6425274961492,-10.7444139549197,-10.7351713510354,5.20370506936825,-28.1554180675191,-10.1200456069384,-23.1520947172089,-4.31617215865557,-25.4259860014974,-2.5914410180205,8.19982080947321,9.3060627467183,-13.6771882069277,-9.70394516069771,-15.5298047018513,-1.68874030007434,-19.4295455614791,-3.82761346693205,4.45663776895291,5.01332307092875,-7.89570760792407,-5.46215138126497
6.015,-0.271473782510661,-0.102834858802341,0.367108459108452,-0.883722248195154,-11.7598069429894,-0.196911287965326,-18.6694587822995,-3.23060523836672,5.98889592939943,7.59105824169856,-17.8564395127055,-10.439295323949,-10.6886663941865,5.55783007736004,-28.3573341825153,-9.39102999046961,-23.1575252074729,-3.79517262569096,-25.2553452175264,-1.82439091196445,8.31904393491677,9.12651291271867,-13.8982144421226,-9.37682178636326,-15.401971254925,-1.27711676041963,-19.3439321451452,-3.30989493729747,4.54605598845725,4.91441932763662,-7.99586715280905,-5.27104616427225
6.016,-0.276650782834205,-0.0972169094504042,0.345345745866264,-0.891491496675448,-11.8976450006226,0.0172527098387104,-18.693635565078,-2.63235998246313,6.4440857026626,7.58695181556493,-18.068745339016,-10.1321922830684,-10.6249779306931,5.9134861108599,-28.540136785411,-8.66037725136556,-23.1476630657875,-3.27267322428974,-25.0584217868426,-1.08013409132437,8.43422883233368,8.94513667203753,-14.1122999949048,-9.0442274091692,-15.2657021402191,-0.869798501104777,-19.2456093313469,-2.80273892767459,4.6340429574711,4.81428166595782,-8.09200428220692,-5.07876512432076
6.017,-0.281651362693918,-0.0913993596646508,0.323461096526411,-0.89872134170299,-12.0296998261627,0.238140711831798,-18.6929776233264,-2.03812649550167,6.89978935345316,7.5706286739256,-18.2795585862124,-9.82292078672013,-10.543873259382,6.26946647808692,-28.7039916059681,-7.92859732641217,-23.1221911852703,-2.74894951680392,-24.8374543713112,-0.359494366622179,8.54537622490115,8.76200067514474,-14.319283396271,-8.70626562161309,-15.1208292085996,-0.466799642599323,-19.1352843505376,-2.30633568497312,4.72060386611015,4.71289354570352,-8.18414836618176,-4.88536475632209
6.018,-0.286466198884925,-0.0853883779831233,0.301467853529089,-0.905412859668964,-12.1556068772198,0.465709756065887,-18.6680504564581,-1.44933387962323,7.35604887754989,7.54205566591883,-18.4889836445389,-9.51128848729065,-10.4452323981988,6.62453532331518,-28.849078033612,-7.19618379526409,-23.0807864565969,-2.22430489020041,-24.5946571125897,0.336920664306374,8.65248588908318,8.57716961656882,-14.519002691603,-8.36304626139755,-14.9671703860692,-0.0681677205433057,-19.013652405364,-1.82083332945459,4.80574184221024,4.61023667131505,-8.27232836687941,-4.69089794642989
6.019,-0.291086214465134,-0.0791905616353647,0.279379088866388,-0.911567477028124,-12.2749903157824,0.699898563981971,-18.6195277144873,-0.867340234591807,7.81289830610818,7.5011736510293,-18.6971154878116,-9.19709476322432,-10.329052106561,6.97744085764888,-28.9755879873454,-6.46361360752534,-23.0231209299504,-1.69907179611086,-24.33219947491,1.00870596146818,8.75555655823446,8.39070636584073,-14.7112957586045,-8.01468553683759,-14.8045320544608,0.326014686508664,-18.8813944310077,-1.3463400815899,4.88945783814703,4.50629103593999,-8.35657261200505,-4.4954140325567
6.02,-0.295502597540243,-0.0728129235225693,0.257207592211026,-0.917186948787792,-12.3874635354961,0.940626173268749,-18.5481814273191,-0.293423076855154,8.27036253058557,7.44789816245109,-18.9040394498716,-8.88013073103827,-10.1954480254486,7.32692919940977,-29.0837247988502,-5.7313468798576,-22.9488631045477,-1.17361302154356,-24.0521889890685,1.65564392446091,8.85458582933474,8.20267210022316,-14.8960006333807,-7.66130613209553,-14.6327116361973,0.715628346282869,-18.7391751176885,-0.882926558748363,4.97175051303476,4.40103496907212,-8.4369085704855,-4.29895887536767
6.021,-0.299706819081227,-0.0662628784780187,0.234965860510649,-0.922273336414214,-12.4926298039401,1.18779053220863,-18.4548713506827,0.271228757069222,8.7284561143725,7.38212002608279,-19.1098309707802,-8.56017924315629,-10.0446548350921,7.67175850896772,-29.1737021126809,-4.99982675977786,-22.8576793563643,-0.648322981721245,-23.756656867761,2.27768831171973,8.94957007275495,8.01312643950159,-15.0729558431756,-7.30303729148246,-14.4515004079363,1.10051580340625,-18.5876411876542,-0.430628115248396,5.05261611008313,4.29444518828551,-8.51336263054862,-4.10157493961045
6.022,-0.303690649757347,-0.0595482288955585,0.212666089078817,-0.926828985255302,-12.5900830297262,1.44126706220914,-18.3405336722314,0.825521654157679,9.18718208210519,7.30370594370672,-19.3145553104668,-8.23701487360516,-9.87702439082732,8.01071308545099,-29.245742807006,-4.26947935270623,-22.7492355148028,-0.123629025290889,-23.4475463904331,2.87494764838522,9.04050434497845,7.82212758313912,-15.2420007441643,-6.94001488220465,-14.260686566346,1.48047988109797,-18.4274199168422,0.0105527983202434,5.13204832890063,4.1864968556482,-8.58595988041921,-3.90330138567551
6.023,-0.307446175776134,-0.0526771498127509,0.190320164205832,-0.930856501579489,-12.6794086643068,1.7009071965422,-18.2061693210377,1.36846218881752,9.64653067832224,7.21249904915582,-19.5182672275049,-7.91040389372714,-9.6930218614123,8.3426170886154,-29.3000779379303,-3.54071370869053,-22.6231985990868,0.4000072592629,-23.1267038994395,3.44766851756469,9.12738230423389,7.6297324501038,-15.4029758626047,-6.57238143505148,-14.0600585669103,1.85528228906618,-18.2591178896453,0.440644278192168,5.21003819255338,4.07716363944776,-8.65472389180982,-3.7041741712991
6.024,-0.310965813729861,-0.0456581735336546,0.167939657305657,-0.934358729330617,-12.76018474831,1.96653690473633,-18.0528321159463,1.89916052036421,10.1064780877465,7.10831944657783,-19.72101062065,-7.58010424020375,-9.49321995768866,8.66634755865665,-29.3369457100057,-2.8139218651712,-22.4792387250512,0.922088748691704,-22.7958722078954,3.9962190702993,9.21019612902741,7.43599682168953,-15.5557232375736,-6.20028616266574,-13.8494087534317,2.22464237841427,-18.0833199738524,0.859702632191323,5.28657390921178,3.96641778191553,-8.71967650636498,-3.50422616335048
6.025,-0.314242324455611,-0.0385001738739363,0.145535820608551,-0.937338726698335,-12.8319831119942,2.23795521358125,-17.881616973964,2.41683227325669,10.566985110044,6.99096474027812,-19.9228181307216,-7.24586547785974,-9.27829139967544,8.98084642956709,-29.3565904751325,-2.08947894214407,-22.3170311927718,1.44208151588777,-22.4566861919253,4.52107302995632,9.28893643959178,7.24097548766827,-15.7000867634243,-5.82388495520291,-13.628537291638,2.58823609012639,-17.9005885018196,1.267810082996,5.36164072824181,3.85423017369594,-8.78083762519973,-3.30348725968223
6.026,-0.317268825923561,-0.0312123501078134,0.12311958440254,-0.939799742602434,-12.8943707390154,2.51493273732089,-17.6936483801999,2.92079898069595,11.0279957824878,6.86021056605107,-20.1237107003588,-6.90742875989487,-9.0489998239747,9.28513126660141,-29.3592617616618,-1.36774328607855,-22.1362587650405,1.95941360275431,-22.1106703244114,5.02279440942547,9.36359222230649,7.04472239611931,-15.8359125300542,-5.44334035335001,-13.3972564148624,2.94569514942371,-17.7114626432277,1.66507252439701,5.43522079063272,3.74057043586584,-8.83822500166413,-3.10198452105448
6.027,-0.320038805174954,-0.0238042106927526,0.100701555820529,-0.94174519318842,-12.9469113020988,2.79721023128958,-17.4900692971273,3.41048719818118,11.489435944505,6.71581113441041,-20.3236970891268,-6.56452678841644,-8.80618937814542,9.57830450358354,-29.3452133351342,-0.649056659012911,-21.936614146078,2.47347385307742,-21.7592379020124,5.50202310608833,9.43415075717625,6.84729080729683,-15.9630491590163,-5.05882149886444,-13.1553949830303,3.29660656375087,-17.5164579543843,2.0516173427835,5.50729297368978,3.62540701037526,-8.89185403745771,-2.89974231318742
6.028,-0.322546129337833,-0.0162855568435199,0.0782920191639847,-0.943178638429514,-12.9891668783723,3.08449718499103,-17.2720306643869,3.88542641389155,11.9512117386712,6.55749979669317,-20.5227733413955,-6.21688377838665,-8.55077328244608,9.85956100868016,-29.3147022917433,0.0662555306768149,-21.7178026690106,2.98361082544954,-21.4036917202259,5.95946149126367,9.50059754849437,6.64873345190624,-16.0813481334823,-4.67050406298469,-12.9028033480498,3.64051248714322,-17.3160660888662,2.42759131396324,5.57783272996717,3.50870725984708,-8.94173758221793,-2.69678245903697
6.029,-0.324785055754554,-0.00866646602242067,0.0559009377487898,-0.944103758928552,-13.0206998510437,3.37647047238981,-17.0406816123016,4.34524589720805,12.4132080433159,6.384989645646,-20.7209222043653,-5.86421542838016,-8.28372166078881,10.1281938649916,-29.2679881852795,0.777883959218701,-21.4795451995079,3.48913180839334,-21.0452259607984,6.39586206836366,9.56291625885677,6.44910269417267,-16.1906641200574,-4.27857015327179,-12.6393585090793,3.97691051794206,-17.1107546543751,2.79315858342774,5.64681192046893,3.3904375777452,-8.98788573671181,-2.49312440143541
6.03,-0.326750241260665,-0.000957275407209422,0.0335379572534157,-0.944524333010468,-13.0410750027375,3.67277307896656,-16.7971604838733,4.78967063553335,12.8752868325714,6.19797416280257,-20.9181124935712,-5.50622890185835,-8.00604895139693,10.3835983118309,-29.2053321880123,1.48553508335581,-21.2215812615482,3.98930196200789,-20.684929070103,6.81201623762413,9.62108864673496,6.24845070009254,-16.2908552804542,-3.88320819964921,-12.3649695300191,4.30525449994082,-16.9009672009265,3.14849873633308,5.71419864220918,3.27056350999279,-9.03030565977131,-2.288785376284
6.031,-0.328436750659582,0.00683143460745454,0.0112124105451008,-0.944444214193674,-13.0498618041571,3.97301292682943,-16.5425867323259,5.21851651317909,13.3372854604131,5.99612792572774,-21.1142984031622,-5.14262282301929,-7.71880120382144,10.6252738508937,-29.1269962856856,2.18893080431352,-20.9436723895054,4.48334361265828,-20.3237874247295,7.20874417493081,9.67509450786159,6.04682961127124,-16.3817835710688,-3.48461282063144,-12.07958317898,4.62495589866943,-16.6871233259103,3.49380496177745,5.77995705029387,3.14904988919991,-9.06900137913149,-2.08378059653665
6.032,-0.329840064441906,0.014688856825205,-0.0110666760445605,-0.943867309125704,-13.0466368997607,4.27676182084745,-16.2780537351007,5.6316848850602,13.7990148660553,5.77910738903474,-21.3094187582375,-4.77308729167922,-7.42304355365361,10.8528245759538,-29.0332425065552,2.88780810273455,-20.6456057086208,4.97043572943855,-19.9626896001318,7.58688580769149,9.72491162072982,5.84429172475809,-16.4633150285565,-3.08298467095556,-11.7831897355273,4.93538582425772,-16.4696188820971,3.82928231443146,5.84404717477002,3.02586098273827,-9.1039736063556,-1.87812344726439
6.033,-0.330956085801947,0.022603973536665,-0.0332905750278485,-0.942797556065668,-13.030986789837,4.58355454033563,-16.004622541255,6.02915669293333,14.2602576989981,5.54655175395694,-21.5033962065225,-4.39730392206104,-7.11984814105355,11.0659578329919,-28.9243321841675,3.58191864731913,-20.3271977433591,5.44971361331603,-19.6024310786866,7.94729285145853,9.77051569656112,5.64088967928998,-16.5353200395902,-2.67853027204107,-11.4758288964016,5.23587776972842,-16.2488262752984,4.15514607522444,5.90642473258605,2.90096065597669,-9.13521955606583,-1.67182569213591
6.034,-0.331781147007142,0.0305655726447692,-0.0554508486887299,-0.941238903992775,-13.0025107057239,4.89288810218854,-15.723316547967,6.41098626364007,14.7207663630482,5.29808394220014,-21.6961363466885,-4.01494591086765,-6.81028270615082,11.2644813580197,-28.8005252533869,4.27102837966801,-19.9882984501934,5.92026883191313,-19.243719254112,8.29082185650028,9.81188033414892,5.43667664836942,-16.5976735930853,-2.2714618269457,-11.1575956945145,5.52573112818966,-16.0250948391105,4.47162021156624,5.96704093511327,2.7743125520765,-9.16273276973821,-1.46489769171053
6.035,-0.332312015178549,0.0385622635969127,-0.0775393386696359,-0.939195292417652,-12.9608236719276,5.20422122251725,-15.4351170835752,6.77729491805695,15.18026097984,5.03331169076912,-21.8875267906787,-3.62567814054,-6.49540005568195,11.4482990712278,-28.6620795790086,4.95491707762204,-19.6287954679081,6.38114943480457,-18.887178609167,8.61832820321059,9.84897698004575,5.23170654060106,-16.6502555133149,-1.86199702169691,-10.8286463297381,5.80421554386107,-15.7987512749345,4.77893593653665,6.0258422918047,2.64588028982396,-9.18650294437127,-1.25734863398813
6.036,-0.33254589754253,0.0465824931014603,-0.0995481542602303,-0.936670631969577,-12.9055597455828,5.51697400471365,-15.1409598594099,7.12826450692404,15.6384272737722,4.7518287854475,-22.0774361574988,-3.22915732416835,-6.17622855325197,11.6174057279571,-28.5092503161439,5.63337789919293,-19.2486185745842,6.83136048591241,-18.5333559624531,8.9306609784995,9.88177489462627,5.02603420770273,-16.6929506724969,-1.45035881507619,-10.4892037939354,6.07057613979711,-15.5701001462588,5.07733036557399,6.08277041071104,2.51562768104964,-9.2065157663985,-1.04918677770261
6.037,-0.332480446214867,0.054614560612793,-0.121469659432259,-0.933668785830412,-12.8363754200612,5.83052788234127,-14.8417322406383,7.46413097603289,16.094914381801,4.45321645163376,-22.2657129960636,-2.82503219918941,-5.85376374261971,11.7718806394235,-28.3422893014604,6.30621690889661,-18.8477443360303,7.26986495092256,-18.1827256976754,9.2286586614921,9.91024112462293,4.81971566061829,-16.7256491816241,-1.03677521916676,-10.1395631575729,6.32403964927455,-15.3394244170203,5.36704526839373,6.13776179672858,2.38351896926887,-9.22275275128177,-0.840419708909646
6.038,-0.332113762579247,0.0626466335767538,-0.143296458667752,-0.930193552082723,-12.7529531756142,6.14422584533541,-14.5382712772604,7.78517804909325,16.5493325933413,4.13704492221393,-22.4521846348859,-2.41294377767493,-5.52896117134678,11.9118806797484,-28.161444474259,6.97325258810376,-18.4262009255012,7.69558497864979,-17.8356949046297,9.51314554550611,9.93434048280615,4.6128082941411,-16.7482465585218,-0.621479073144563,-9.78009637189275,6.56382145802876,-15.1069860246734,5.64832591323326,6.19074764863658,2.24951909124029,-9.23519108930436,-0.631054611454523
6.039,-0.331444401321946,0.070666762435554,-0.16502138162984,-0.92624864703734,-12.655005155772,6.4573729775595,-14.2313624300836,8.09173110241004,17.0012510275413,3.80287520310949,-22.6366559566561,-1.99252566177242,-5.20273044276853,12.0376327915787,-27.9669593263098,7.63431533077466,-17.9840730891474,8.10740361575817,-17.4926083754232,9.78492882380674,9.95403553555674,4.40537112044795,-16.7606438723639,-0.204707812973616,-9.41125642999426,6.78913354084008,-14.8730264794091,5.92141999997439,6.24165365618119,2.11359396320391,-9.24380349817177,-0.421098551951138
6.04,-0.330471374183904,0.0786628953983523,-0.186637466726523,-0.92183768960273,-12.5422769438701,6.76923733275719,-13.9217389227027,8.3841512917108,17.4501952574774,3.45026105802874,-22.8189080960864,-1.56340443367963,-4.87593048883507,12.1494261916814,-27.7590723793327,8.28924692569242,-17.5215072257889,8.50416699410474,-17.1537534119886,10.0447962686337,9.96928659916049,4.19746501193071,-16.7627478641439,0.213296760166953,-9.03358072328487,6.99919324869922,-14.6377674817638,6.18657667825377,6.29039979868528,1.97571079361582,-9.24855808313058,-0.210558779945846
6.041,-0.329194153490065,0.0866228929911803,-0.208137943620046,-0.916964186756752,-12.4145514096025,7.0790511743177,-13.610081648866,8.66282997843841,17.8956448934017,3.07875123472386,-22.9986970598252,-1.12520013039033,-4.54936602582838,12.2476044617581,-27.5380166889862,8.93790002609087,-17.0387165433259,8.88468702916524,-16.8193644118214,10.2935144360861,9.98005174574303,3.98915295368462,-16.7544710428951,0.632288709772905,-8.64769342761343,7.19323287243611,-14.401411551622,6.44404564633482,6.33690014691255,1.83583842423355,-9.24941820542969,0.000556956033359826
6.042,-0.327612675513918,0.09453454240697,-0.22951621473566,-0.911631520178835,-12.2716525910035,7.38601260194819,-13.2970195648362,8.92818349076307,18.3370311400513,2.68789195568855,-23.1757522677722,-0.677526814381541,-4.22378512984425,12.3325576897672,-27.3040193742456,9.58013760732938,-16.5359862474658,9.24774466631266,-16.4896272081953,10.5318273332863,9.98628681985509,3.78050030598511,-16.7357317577704,1.05201818915429,-8.25430675700521,7.37050987608763,-14.1641426623537,6.69407632624818,6.38106267018685,1.69394770143184,-9.24634236007434,0.212240075814006
6.043,-0.32572734373265,0.102385571683404,-0.250765835824751,-0.905842934099306,-12.1134495728374,7.68928758529168,-12.983130498094,9.180648243644,18.7737343462297,2.27722969666945,-23.3497750157667,-0.219993252406865,-3.89987784939524,12.4047148046605,-27.0573011710825,10.2158324130263,-16.0136787115724,9.59209370912561,-16.1646831489701,10.7604554885654,9.98794546681702,3.57157507705039,-16.7064542464375,1.4722316586691,-7.85422093312524,7.53031765951795,-13.9261268745324,6.93691711051323,6.42278905106681,1.55001187963476,-9.23928406396278,0.424480817555103
